precio,titulo_anuncio,tipo_alojamineto,n_personas,n_dormitorios,n_camas,n_banos,valoracion,n_evaluaciones,comunidad,url
60.0,"Piso amplio, luminoso",piso,6.0,3.0,5.0,1.0,4.59,153.0,castilla_y_leon,https://www.airbnb.es/rooms/23839558?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-18&check_out=2023-08-25&source_impression_id=p3_1691086013_9BPWk1Ew8REG51ny&previous_page_section_name=1000&federated_search_id=2c9de40c-ece7-478f-8309-ba675d3a77f2
75.0,Ático luminoso y vistas al campo,piso,4.0,2.0,3.0,1.0,2.0,74.0,navarra,https://www.airbnb.es/rooms/816643144362686907?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-16&check_out=2023-08-21&source_impression_id=p3_1691085699_NE4Yh11SutXEshpb&previous_page_section_name=1000&federated_search_id=9b7f2438-a9ca-42d1-9efe-07447cbb6959
54.0,El mirador de Doñana,piso,2.0,1.0,2.0,1.0,4.31,36.0,andalucia,https://www.airbnb.es/rooms/680361917957539965?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-03&check_out=2023-09-08&source_impression_id=p3_1691086452_zl%2FD96VPWuCLEsOR&previous_page_section_name=1000&federated_search_id=eaa6ebec-6e46-48f9-a710-64cfd7c0edd0
72.0,Apartamento Ventanal,piso,4.0,1.0,2.0,1.0,4.47,34.0,aragon,https://www.airbnb.es/rooms/50136585?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-10&check_out=2023-09-15&source_impression_id=p3_1691085873_C8sa6k7lSxEl0bJZ&previous_page_section_name=1000&federated_search_id=a37df857-e886-40ea-af94-2a6b7a0ca5ad
60.0,Apartament Gran Pirineu,piso,4.0,1.0,2.0,1.0,4.74,84.0,cataluña,https://www.airbnb.es/rooms/14308376?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-04&check_out=2023-09-09&source_impression_id=p3_1691085937_Wizk%2FX1wEELErQaT&previous_page_section_name=1000&federated_search_id=623fae17-3a89-44c7-b82e-e76137125768
51.0,Apto con Terraza 302,piso,2.0,1.0,2.0,1.0,1.0,74.0,baleares,https://www.airbnb.es/rooms/859244198254170085?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-15&check_out=2023-10-20&source_impression_id=p3_1691086695_cXkrg3Ml63OCLfUO&previous_page_section_name=1000&federated_search_id=b833ca95-0eed-48ed-97d3-9a3a110e78a3
75.0,Apart. La Pera en Rincón de Soto VT-LR 785,piso,6.0,3.0,5.0,1.0,4.77,139.0,la_rioja,https://www.airbnb.es/rooms/31740770?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-22&check_out=2023-08-27&source_impression_id=p3_1691085791_bElkwa8mh%2BV%2BEJ2M&previous_page_section_name=1000&federated_search_id=f36f17f3-857b-4792-bf42-9cb7f4788e6f
60.0,Vivienda uso turístico. Código: VUT-CO-003136,piso,6.0,3.0,4.0,1.0,4.89,64.0,galicia,https://www.airbnb.es/rooms/43858441?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-16&check_out=2023-10-21&source_impression_id=p3_1691085427_LtazUs6a59Nl8eVU&previous_page_section_name=1000&federated_search_id=43f0cc97-1db5-4878-899d-4b46768c551e
100.0,Casa de Campo en Finca Ecológica,piso,2.0,1.0,1.0,1.0,4.93,43.0,extremadura,https://www.airbnb.es/rooms/41072685?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-20&check_out=2023-08-25&source_impression_id=p3_1691086363_KD3dXtS4Q0SC0Ut2&previous_page_section_name=1000&federated_search_id=969fb88e-1bfc-4875-8cbe-da527822721e
60.0,Confort y tranquilo,piso,4.0,2.0,3.0,1.0,4.44,16.0,navarra,https://www.airbnb.es/rooms/871700689864755825?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-03&check_out=2023-09-08&source_impression_id=p3_1691085715_V%2BgISbIiQ%2Be98aGM&previous_page_section_name=1000&federated_search_id=56966045-f5af-4a4f-8d06-633587c2fd56
130.0,Duplex en la playa de Berria,piso,7.0,3.0,4.0,2.0,4.52,84.0,cantabria,https://www.airbnb.es/rooms/32731020?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-30&check_out=2023-11-04&source_impression_id=p3_1691085563_%2Fd5WVLBwWSqbnPf%2F&previous_page_section_name=1000&federated_search_id=1b0a8c5d-f6ef-4448-8f01-f1ff3664631d
80.0,Agradable casa rural con chimenea interior,piso,2.0,1.0,1.0,1.0,4.86,21.0,asturias,https://www.airbnb.es/rooms/662982416622760076?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-30&check_out=2023-09-04&source_impression_id=p3_1691085514_mdlyVB2JSqgwvpZi&previous_page_section_name=1000&federated_search_id=effd06b7-7485-4463-845b-a96e69a71567
141.0,"Suíte Sant Sebastià con jacuzzi, sauna y jardín",piso,2.0,1.0,1.0,1.0,4.89,230.0,cataluña,https://www.airbnb.es/rooms/47563319?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-26&check_out=2023-08-31&source_impression_id=p3_1691085893_gkHgBJHjaWrujCbf&previous_page_section_name=1000&federated_search_id=5ac28c9a-32b9-4268-82aa-363072527ba9
84.0,Preciosa Casa de Invitados con piscina y barbacoa,casa,2.0,1.0,1.0,1.0,4.7,10.0,castilla_la_mancha,https://www.airbnb.es/rooms/704388483346563350?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-09&check_out=2023-08-14&source_impression_id=p3_1691086240_FR51cXS8GVIoWoYE&previous_page_section_name=1000&federated_search_id=965f6993-bec5-49a6-a3af-420b949734a7
90.0,Casa dels Tarongers / Blaues Aptm. für 2 Personen,piso,2.0,1.0,1.0,1.0,4.87,91.0,baleares,https://www.airbnb.es/rooms/4960234?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-25&check_out=2023-10-30&source_impression_id=p3_1691086665_TDa9O%2Bh8tauujisu&previous_page_section_name=1000&federated_search_id=46231895-ddc5-409d-ac67-51cc9d473d85
55.0,Casa Rural Ariana,casa,5.0,2.0,3.0,1.0,5.0,3.0,comunidad_valenciana,https://www.airbnb.es/rooms/861504095712218896?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-14&check_out=2023-08-19&source_impression_id=p3_1691086173_gx2Pmvfq3G0DPPia&previous_page_section_name=1000&federated_search_id=ae0a102e-1015-41c0-9776-8a1a955aa239
116.0,Cabaña Camino Viejo,casa,2.0,1.0,1.0,1.0,5.0,78.0,comunidad_valenciana,https://www.airbnb.es/rooms/41173870?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-10&check_out=2023-09-15&source_impression_id=p3_1691086161_XRxQKnfMQTO0TRs%2B&previous_page_section_name=1000&federated_search_id=394e1388-1978-460e-be66-1d6935e2084a
95.0,Casa Kaira (casa Entera)Artist home,piso,4.0,3.0,7.0,1.0,4.73,176.0,extremadura,https://www.airbnb.es/rooms/7437697?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-20&check_out=2023-08-25&source_impression_id=p3_1691086363_hcCwQIZ2P8fpCli2&previous_page_section_name=1000&federated_search_id=969fb88e-1bfc-4875-8cbe-da527822721e
25.0,Casita acogedora,piso,7.0,2.0,7.0,1.0,4.63,19.0,castilla_y_leon,https://www.airbnb.es/rooms/872861397853915188?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-12&check_out=2023-08-17&source_impression_id=p3_1691085980_TDSUVecnCd2NTZUu&previous_page_section_name=1000&federated_search_id=5c608d43-2220-4bac-92b4-438c79a82ae1
34.0,Apartamento con vistas a Sierra de Gredos,piso,4.0,2.0,3.0,2.0,4.71,24.0,extremadura,https://www.airbnb.es/rooms/26908552?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-05&check_out=2023-08-10&source_impression_id=p3_1691086350_dvwOiLed8RbTAtu9&previous_page_section_name=1000&federated_search_id=758af101-3208-40d9-914c-7d850718288d
54.0,Casa Vacacional con vistas al Mar,piso,3.0,1.0,2.0,1.0,2.0,74.0,galicia,https://www.airbnb.es/rooms/706480831718262975?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-15&check_out=2023-09-21&source_impression_id=p3_1691085439_HhbY9%2ByRiS6NgakL&previous_page_section_name=1000&federated_search_id=341d5032-57e7-4880-aa07-61633be520b1
92.0,Precioso bungalow dúplex junto a kabila,piso,4.0,1.0,1.0,1.0,1.0,74.0,ceuta,https://www.airbnb.es/rooms/930251900462303445?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-14&check_out=2023-08-20&source_impression_id=p3_1691086547_DJ3mkyqknioy3cEx&previous_page_section_name=1000&federated_search_id=b11a0d50-4aac-4219-9e9c-a151c317ad74
150.0,"""LOS LOCOS"" frente al mar ""frente a la playa",piso,5.0,3.0,4.0,1.0,4.92,87.0,cantabria,https://www.airbnb.es/rooms/49015451?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-23&check_out=2023-09-28&source_impression_id=p3_1691085558_HDEsTuqzpeHinKWa&previous_page_section_name=1000&federated_search_id=a345c60f-4489-4ad4-a674-282fcc165fbd
84.0,Apartamentos Estela de Altamira de 1 habitación,piso,2.0,1.0,1.0,1.0,4.85,68.0,cantabria,https://www.airbnb.es/rooms/43064745?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-17&check_out=2023-09-22&source_impression_id=p3_1691085575_VSNigJmPMLiuhleH&previous_page_section_name=1000&federated_search_id=f0f2ca5a-c346-4cd8-a53e-49ad37d6616d
91.0,"Céntrico,tranquilo,garaje,colchones visco y wifi",piso,8.0,3.0,4.0,1.0,4.59,394.0,la_rioja,https://www.airbnb.es/rooms/32355724?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-24&check_out=2023-08-29&source_impression_id=p3_1691085787_NCe1ZYs640aHgIHv&previous_page_section_name=1000&federated_search_id=01f2f90f-8128-42ac-9f99-def30dbc19e3
75.0,Casa Rústica Arenas,casa,4.0,1.0,3.0,1.0,4.81,169.0,extremadura,https://www.airbnb.es/rooms/20282920?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-12&check_out=2023-09-17&source_impression_id=p3_1691086370_nuWyr5i3%2BOFdn1mV&previous_page_section_name=1000&federated_search_id=254fdd0c-c9d1-4475-919c-1cf3811de0fc
28.0,Habitación privada matrimonial,piso,2.0,1.0,1.0,1.0,4.84,19.0,valencia,https://www.airbnb.es/rooms/871120587138124998?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-06&check_out=2023-10-11&source_impression_id=p3_1691085367_8J8kqNIDpLYS3CZP&previous_page_section_name=1000&federated_search_id=715ecdc3-3511-4ce1-a16d-881ec9184d03
64.0,Estudio en la Virgen de la Vega,piso,4.0,1.0,2.0,1.0,5.0,8.0,aragon,https://www.airbnb.es/rooms/730342651036797630?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-11&check_out=2023-09-16&source_impression_id=p3_1691085845_9mtpnR3iyWnqwxZ6&previous_page_section_name=1000&federated_search_id=a2ff12aa-4480-4548-b869-965d44e44439
123.0,Apartamento Albelda Centro,piso,8.0,4.0,4.0,1.0,4.92,26.0,la_rioja,https://www.airbnb.es/rooms/53543198?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-24&check_out=2023-08-29&source_impression_id=p3_1691085779_2PqbXEi1nA320%2Bdf&previous_page_section_name=1000&federated_search_id=e434b464-b37a-49a6-9868-cdf4692f0e49
140.0,Cabaña O Cateiriño,piso,3.0,1.0,1.0,1.0,5.0,3.0,galicia,https://www.airbnb.es/rooms/736880863355260107?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-27&check_out=2023-09-01&source_impression_id=p3_1691085447_wyHpFxrGIZIh7n%2Fh&previous_page_section_name=1000&federated_search_id=02d85ad4-0dae-4e2b-9ba5-969df70670ac
55.0,Pies en el agua de alquiler vacacional (estudio),piso,4.0,1.0,3.0,1.0,4.77,43.0,ceuta,https://www.airbnb.es/rooms/43826952?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-31&check_out=2023-09-06&source_impression_id=p3_1691086520_ksikLbwbyY%2FISZZd&previous_page_section_name=1000&federated_search_id=24264967-4eb2-45b7-bfb3-1fa9b640c30d
56.0,Precioso dúplex en pleno rural.,casa,2.0,1.0,2.0,1.0,4.73,30.0,galicia,https://www.airbnb.es/rooms/50148061?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-27&check_out=2023-09-02&source_impression_id=p3_1691085415_4QNtceAfK7ki1XL4&previous_page_section_name=1000&federated_search_id=e6105bea-ebe9-43bc-9808-8d335f0b0f11
65.0,"La Vista, estudio F",piso,2.0,1.0,1.0,1.0,5.0,3.0,ceuta,https://www.airbnb.es/rooms/683585376597705930?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-18&check_out=2023-08-24&source_impression_id=p3_1691086504_20D39%2FnToVlvC2MV&previous_page_section_name=1000&federated_search_id=20bd90e7-e728-4f8c-a774-f678372af118
47.0,"El apartamento de Ana , en pleno centro de Murcia",piso,4.0,2.0,3.0,1.0,4.06,78.0,murcia,https://www.airbnb.es/rooms/46811815?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-10&check_out=2023-08-15&source_impression_id=p3_1691086281_Bqc86P3RfstQkDt9&previous_page_section_name=1000&federated_search_id=27ce2f2e-a752-417a-88df-5688f680d26a
154.0,Casa rural El Pajar de Tenzuela.,casa,6.0,3.0,4.0,2.0,4.97,29.0,castilla_y_leon,https://www.airbnb.es/rooms/7091632?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-06&check_out=2023-08-11&source_impression_id=p3_1691086005_3XtADeuJ%2FXVXvE09&previous_page_section_name=1000&federated_search_id=701ea364-b440-4ade-bce4-8abe8639d2cb
73.0,"Cabañas Cijara ""La bella María 3""",casa,8.0,3.0,6.0,1.0,4.75,16.0,castilla_la_mancha,https://www.airbnb.es/rooms/18173015?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-08&check_out=2023-08-14&source_impression_id=p3_1691086232_ztyNI14qysUcSsWu&previous_page_section_name=1000&federated_search_id=7fa2e520-da38-4611-ac23-a14ddf2a38b4
54.0,"Cal Salva....Cerca de todo, lejos del estrés.",piso,4.0,2.0,2.0,1.0,4.56,270.0,cataluña,https://www.airbnb.es/rooms/13551264?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-01&check_out=2023-09-06&source_impression_id=p3_1691085937_MAlCQ5EvAcmykcIT&previous_page_section_name=1000&federated_search_id=623fae17-3a89-44c7-b82e-e76137125768
60.0,Apartamento acogedor y cómodo en lugar estratégico,piso,3.0,2.0,2.0,1.0,4.77,181.0,la_rioja,https://www.airbnb.es/rooms/6264339?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-04&check_out=2023-08-09&source_impression_id=p3_1691085779_zR6BOyaHSsYfxmth&previous_page_section_name=1000&federated_search_id=e434b464-b37a-49a6-9868-cdf4692f0e49
20.0,Hermosa habitación en Madrid precio por persona 🌙,piso,2.0,1.0,1.0,1.0,4.76,83.0,madrid,https://www.airbnb.es/rooms/662041396523459128?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-09&check_out=2023-08-14&source_impression_id=p3_1691086077_wfJ6R3TxVvYLParh&previous_page_section_name=1000&federated_search_id=bc0595a8-b236-4d91-851e-6f8b0e410d75
55.0,"""La Parra"", turismo rural. Tu hogar en el paraíso.",casa,2.0,1.0,1.0,1.0,4.99,351.0,andalucia,https://www.airbnb.es/rooms/15262012?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-11-12&check_out=2023-11-17&source_impression_id=p3_1691086413_wRwwXW0BvgJReylq&previous_page_section_name=1000&federated_search_id=87af01fd-537e-4d7c-874e-5c065cc5d659
65.0,Glamping Hobbit al lado de la playa,piso,2.0,1.0,1.0,,5.0,16.0,asturias,https://www.airbnb.es/rooms/49974509?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-29&check_out=2023-09-03&source_impression_id=p3_1691085463_naCZf82CwY3nHnjo&previous_page_section_name=1000&federated_search_id=66600497-684b-40aa-8ca0-a53dd62343cf
56.0,JAÉN DELUXE -PISO CÉNTRICO CON PARKING-,piso,6.0,3.0,4.0,1.0,4.9,190.0,andalucia,https://www.airbnb.es/rooms/23856637?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-06&check_out=2023-08-11&source_impression_id=p3_1691086465_g%2BkImvnAA6W3VUwe&previous_page_section_name=1000&federated_search_id=169d9bbd-c634-402b-b9a1-333da7c9ec2d
80.0,La cabaña del lago,casa,2.0,1.0,1.0,1.0,4.83,6.0,castilla_la_mancha,https://www.airbnb.es/rooms/923321868445532713?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-20&check_out=2023-08-25&source_impression_id=p3_1691086224_XzzjsBj92hR%2BiTRA&previous_page_section_name=1000&federated_search_id=7e19b138-1770-4192-9bdb-763ac3554d74
100.0,Casita con finca y a pocos metros de la playa.,piso,4.0,2.0,2.0,1.0,5.0,40.0,galicia,https://www.airbnb.es/rooms/50029925?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-20&check_out=2023-09-25&source_impression_id=p3_1691085439_blKMd4ofAwPdTiKN&previous_page_section_name=1000&federated_search_id=341d5032-57e7-4880-aa07-61633be520b1
85.0,La Esencia Casa Rural,piso,2.0,1.0,1.0,1.0,4.67,9.0,aragon,https://www.airbnb.es/rooms/868825079121765222?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-11&check_out=2023-09-16&source_impression_id=p3_1691085869_0Bz87h1p%2FBr1tP8F&previous_page_section_name=1000&federated_search_id=0a9749c8-b701-416e-90b0-c7d926d21d43
84.0,Nador Khattabi 2-19,piso,6.0,2.0,3.0,1.0,5.0,9.0,melilla,https://www.airbnb.es/rooms/51458870?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-26&check_out=2023-09-01&source_impression_id=p3_1691086617_jVyCZZUKjJMo10FL&previous_page_section_name=1000&federated_search_id=b9f7a2fe-d1ee-4955-9b93-7dc6ee35ab30
85.0,1ª Línea Playa Patos. Frente Las Cíes. Cerca Vigo.,piso,4.0,1.0,2.0,1.0,4.64,28.0,galicia,https://www.airbnb.es/rooms/656278708178328926?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-26&check_out=2023-08-31&source_impression_id=p3_1691085439_5Bougnf38ycGix9D&previous_page_section_name=1000&federated_search_id=341d5032-57e7-4880-aa07-61633be520b1
97.0,<Precioso apartamento con terraza y aparcamiento.,piso,6.0,2.0,2.0,1.0,4.71,17.0,la_rioja,https://www.airbnb.es/rooms/669517855608175836?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-30&check_out=2023-09-04&source_impression_id=p3_1691085806_WnOUDr6zS5f9mbI6&previous_page_section_name=1000&federated_search_id=875845f6-e7cb-4e1f-849f-8049e7d211f6
32.0,Habitación muy cómoda 4,piso,1.0,1.0,1.0,1.0,4.89,9.0,valencia,https://www.airbnb.es/rooms/884918497823392759?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-15&check_out=2023-08-20&source_impression_id=p3_1691085345_av8VXd8w3DdKlnfP&previous_page_section_name=1000&federated_search_id=4978ccc7-89ce-4d2a-ac7a-29ac90e91dbc
69.0,Loft a 50 metros de playa,piso,3.0,0.0,2.0,1.0,5.0,6.0,cataluña,https://www.airbnb.es/rooms/910588979096739295?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-10&check_out=2023-09-15&source_impression_id=p3_1691085933_cPU4VT44BMX5Fz6b&previous_page_section_name=1000&federated_search_id=f986ccfe-0d08-4658-8c98-272174a6c91a
100.0,Habitación en el bosque 1,piso,2.0,1.0,1.0,1.0,4.98,223.0,cantabria,https://www.airbnb.es/rooms/7576018?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-27&check_out=2023-09-01&source_impression_id=p3_1691085601_fsWonUvEPD4GwB7c&previous_page_section_name=1000&federated_search_id=910a17d7-acf3-4c82-a75d-d145a4cbce5a
80.0,O Eido da Xana . Vacaciones en la naturaleza,piso,6.0,3.0,4.0,2.0,4.87,38.0,galicia,https://www.airbnb.es/rooms/50288688?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-02&check_out=2023-10-08&source_impression_id=p3_1691085443_JLGCs4pB7W1Qg8wg&previous_page_section_name=1000&federated_search_id=a7d0ccb3-edb8-481f-a64a-e6ae77d5899a
180.0,Acogedor Chalet en el Encinar del Alberche,casa,6.0,3.0,4.0,1.0,4.67,3.0,castilla_y_leon,https://www.airbnb.es/rooms/589602330835545923?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-20&check_out=2023-08-25&source_impression_id=p3_1691086021_2uSYoheyPClqNin3&previous_page_section_name=1000&federated_search_id=11f1ee4c-f3aa-4d86-b352-af0e3928e42f
76.0,Bungalow Sierra San Vicente,piso,2.0,1.0,1.0,1.0,5.0,17.0,castilla_y_leon,https://www.airbnb.es/rooms/847067299054839981?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-20&check_out=2023-08-25&source_impression_id=p3_1691085967_iKK5dDvVcwJMELzg&previous_page_section_name=1000&federated_search_id=06d9905f-cb16-43f3-9f00-0ac4885f83d4
135.0,Casa Tonantron,piso,6.0,3.0,4.0,3.0,1.0,74.0,castilla_la_mancha,https://www.airbnb.es/rooms/941054591739663164?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-10&check_out=2023-09-15&source_impression_id=p3_1691086208_U6s%2FKFsBzLbZunIM&previous_page_section_name=1000&federated_search_id=f359ae9c-bc30-4004-a527-1e94972f228c
43.0,Apartamento limpio,piso,4.0,1.0,1.0,1.0,5.0,3.0,melilla,https://www.airbnb.es/rooms/736212221229573877?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-24&check_out=2023-08-30&source_impression_id=p3_1691086594_34qstLRDlLcx7al7&previous_page_section_name=1000&federated_search_id=4e0efee2-1273-4cfe-8cda-85e9db70d91f
35.0,APARTAMENTO EN PRIMERA LINEA DE PLAYA,piso,5.0,1.0,2.0,1.0,4.75,159.0,andalucia,https://www.airbnb.es/rooms/18565468?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-13&check_out=2023-10-18&source_impression_id=p3_1691086456_e%2FIOmwb419u%2FW8Wh&previous_page_section_name=1000&federated_search_id=4682e3d6-9cec-422e-9724-ac12b125e123
65.0,Tornatura: loft entre montañas,piso,4.0,1.0,2.0,1.0,5.0,6.0,comunidad_valenciana,https://www.airbnb.es/rooms/903524110056666405?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-28&check_out=2023-09-02&source_impression_id=p3_1691086144_LWUhnWCiFPD%2Bwz1h&previous_page_section_name=1000&federated_search_id=55488ee9-1454-4543-999c-a1237a6e6007
39.0,Privacidad y tranquilidad en las Rozas de Madrid.,piso,1.0,1.0,1.0,1.0,4.8,115.0,castilla_la_mancha,https://www.airbnb.es/rooms/39546669?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-03&check_out=2023-08-08&source_impression_id=p3_1691086228_72MxrPghpiO7WqYQ&previous_page_section_name=1000&federated_search_id=0c549cdd-86e4-4555-beaf-36e438b3cc66
48.0,Increíble habitación en suite,piso,2.0,1.0,1.0,1.0,1.0,74.0,valencia,https://www.airbnb.es/rooms/556570573821615121?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-27&check_out=2023-09-01&source_impression_id=p3_1691085354_y9%2F8puMl9jf5PTj7&previous_page_section_name=1000&federated_search_id=dd8ce12e-78e0-4d89-875e-71889835fd73
70.0,Apartamento por noches,piso,4.0,1.0,2.0,1.0,4.11,9.0,cantabria,https://www.airbnb.es/rooms/902265584185552886?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-29&check_out=2023-09-03&source_impression_id=p3_1691085575_LAUrjcXB0yp7qPYf&previous_page_section_name=1000&federated_search_id=f0f2ca5a-c346-4cd8-a53e-49ad37d6616d
76.0,Loft adaptado avenida del puerto,piso,3.0,0.0,2.0,1.0,4.32,19.0,valencia,https://www.airbnb.es/rooms/51244138?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-23&check_out=2023-09-29&source_impression_id=p3_1691085354_Z2cS0AeBmnZ9zoB8&previous_page_section_name=1000&federated_search_id=dd8ce12e-78e0-4d89-875e-71889835fd73
240.0,Oasis natural dentro de las Bardenas Reales,piso,10.0,2.0,10.0,1.0,5.0,3.0,navarra,https://www.airbnb.es/rooms/661132017231853006?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-27&check_out=2023-09-01&source_impression_id=p3_1691085699_3lBf8AdvDaS4%2BdzH&previous_page_section_name=1000&federated_search_id=9b7f2438-a9ca-42d1-9efe-07447cbb6959
28.0,Acogedor y especial habitación,piso,2.0,1.0,1.0,1.0,4.61,18.0,comunidad_valenciana,https://www.airbnb.es/rooms/824392397297023451?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-01&check_out=2023-10-06&source_impression_id=p3_1691086140_Xkz571jc3rPIH1FT&previous_page_section_name=1000&federated_search_id=62f88a3c-3e45-4ef1-a781-d297556d3c5d
85.0,Cabaña en el corazón de Gredos.,casa,2.0,1.0,1.0,1.0,4.95,228.0,castilla_la_mancha,https://www.airbnb.es/rooms/18809127?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-31&check_out=2023-09-05&source_impression_id=p3_1691086244_F%2BluMYyaHVR%2FPUu0&previous_page_section_name=1000&federated_search_id=39cbfae6-f721-4263-a31e-4869c5a4f1f2
33.0,Apartamentos Roypa Plaza.Verde.en Ezcaray,piso,4.0,3.0,2.0,1.0,4.82,163.0,la_rioja,https://www.airbnb.es/rooms/27274181?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-10&check_out=2023-09-15&source_impression_id=p3_1691085775_8qKsANZdSLrTOe4Y&previous_page_section_name=1000&federated_search_id=3e2967f0-fc2d-47b9-9dde-05091ae955ee
50.0,Tipi mágico rodeado de naturaleza,piso,2.0,1.0,1.0,1.0,4.86,140.0,cataluña,https://www.airbnb.es/rooms/49415081?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-25&check_out=2023-08-30&source_impression_id=p3_1691085893_T0IC%2Bwi15opEYz%2Bs&previous_page_section_name=1000&federated_search_id=5ac28c9a-32b9-4268-82aa-363072527ba9
