,precio,valoracion,n_evaluaciones,comunidad,url,titulo_anuncio,numero_personas,n_dormitorios,numero_camas,numero_banos
67,25€,"5,0",16,madrid,https://www.airbnb.es/rooms/862257795212164053?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-03&check_out=2023-08-08&source_impression_id=p3_1691086081_ju1itc%2BJEsyBzYc%2F&previous_page_section_name=1000&federated_search_id=ec5b9ece-73fd-4a93-80ca-a9066ce2ebdb,,,,,
68,70€,,,murcia,https://www.airbnb.es/rooms/949146616571228700?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-03&check_out=2023-08-08&source_impression_id=p3_1691086275_BVNWXKy7bxUry6%2FW&previous_page_section_name=1000&federated_search_id=6389c3ed-da14-4312-8b4b-9037ed76ef63,,,,,
69,95€,"4,92",37,asturias,https://www.airbnb.es/rooms/7998990?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-11&check_out=2023-09-16&source_impression_id=p3_1691085494_ItgEQVVHBEQ7A7oZ&previous_page_section_name=1000&federated_search_id=f88be479-1047-4f45-baf9-e492fad3e12c,Alojamiento entero: piso. Anfitrión: Maria Dolores,5 viajeros,2 dormitorios,4 camas,2 baños
70,19€,"4,81",94,murcia,https://www.airbnb.es/rooms/24526107?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-04&check_out=2023-08-09&source_impression_id=p3_1691086295_k7bFkNfLU3draJYc&previous_page_section_name=1000&federated_search_id=bb4b79f6-2eab-4faa-a03c-305e3ae7e76a,,,,,
71,65€,"4,82",57,navarra,https://www.airbnb.es/rooms/39315616?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-03&check_out=2023-09-08&source_impression_id=p3_1691085740_hwv3QAgEf0t%2BmN4N&previous_page_section_name=1000&federated_search_id=1d9330a6-cc5d-4cde-ace7-b39a08194ef2,Alojamiento entero: casa rural. Anfitrión: Abraida,4 viajeros,1 dormitorio,2 camas,1 baño
72,125€,"4,20",5,la_rioja,https://www.airbnb.es/rooms/800539610055713152?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-22&check_out=2023-08-27&source_impression_id=p3_1691085779_NpSSQ5QH%2FvT3%2F0vP&previous_page_section_name=1000&federated_search_id=e434b464-b37a-49a6-9868-cdf4692f0e49,Alojamiento entero: vivienda. Anfitrión: Begoña,6 viajeros,2 dormitorios,4 camas,"2,5 baños"
73,50€,"4,86",51,la_rioja,https://www.airbnb.es/rooms/37323416?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-27&check_out=2023-09-01&source_impression_id=p3_1691085787_k5Tk5XibaPMBhBag&previous_page_section_name=1000&federated_search_id=01f2f90f-8128-42ac-9f99-def30dbc19e3,,,,,
74,,"4,71",140,andalucia,https://www.airbnb.es/rooms/15121079?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-07&check_out=2023-08-12&source_impression_id=p3_1691086452_FOtdUCwAQWiQVFis&previous_page_section_name=1000&federated_search_id=eaa6ebec-6e46-48f9-a710-64cfd7c0edd0,Alojamiento entero: piso. Anfitrión: Antonio,6 viajeros,2 dormitorios,4 camas,1 baño
75,78€,"3,71",7,ceuta,https://www.airbnb.es/rooms/801936369944780676?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-03&check_out=2023-08-08&source_impression_id=p3_1691086513_8ZI%2B3RHPZkZasAiE&previous_page_section_name=1000&federated_search_id=9b824765-0581-4726-9ab7-b8e0de7e3d03,Alojamiento entero: piso. Anfitrión: Mehdi,3 viajeros,1 dormitorio,2 camas,1 baño
76,55€,"4,66",29,aragon,https://www.airbnb.es/rooms/35890551?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-01&check_out=2023-09-06&source_impression_id=p3_1691085841_DKGhsyQozFF%2BItpx&previous_page_section_name=1000&federated_search_id=dc59a088-b92f-42a2-81d1-e495c3514a30,Alojamiento (bed and breakfast). Anfitrión: Lauriana,2 viajeros,1 dormitorio,1 cama,1 baño compartido
77,39€,"4,67",420,andalucia,https://www.airbnb.es/rooms/5103980?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-27&check_out=2023-09-01&source_impression_id=p3_1691086456_naVuhh59GLmUUzUA&previous_page_section_name=1000&federated_search_id=4682e3d6-9cec-422e-9724-ac12b125e123,,,,,
78,75€,"4,82",22,la_rioja,https://www.airbnb.es/rooms/26804038?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-13&check_out=2023-08-18&source_impression_id=p3_1691085807_1xRSd8%2FB7WpzkNFe&previous_page_section_name=1000&federated_search_id=875845f6-e7cb-4e1f-849f-8049e7d211f6,Alojamiento entero: piso. Anfitrión: Mamen,4 viajeros,2 dormitorios,3 camas,1 baño
79,,"4,56",9,valencia,https://www.airbnb.es/rooms/860213802038663327?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-17&check_out=2023-08-22&source_impression_id=p3_1691085331_GCEXKggZxlwQd2b%2B&previous_page_section_name=1000&federated_search_id=05999c57-9271-4470-93a2-73fb744097e7,,,,,
80,74€,"4,84",32,castilla_la_mancha,https://www.airbnb.es/rooms/848510545869492378?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-02&check_out=2023-10-07&source_impression_id=p3_1691086212_Feaz8wT3jL2uKXqw&previous_page_section_name=1000&federated_search_id=54ae729a-7b87-4966-ae13-abef2f84783f,Alojamiento entero: cabaña. Anfitrión: Héctor Anthony,4 viajeros,2 dormitorios,3 camas,1 baño
81,128€,,,andalucia,https://www.airbnb.es/rooms/949196927776729652?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-06&check_out=2023-08-11&source_impression_id=p3_1691086432_Bs%2FdHBZaHptRs6YW&previous_page_section_name=1000&federated_search_id=d5e92cc4-b63f-4524-8b64-f1d3557f1087,,,,,
82,,"4,95",103,madrid,https://www.airbnb.es/rooms/630172673295796640?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-04&check_out=2023-08-09&source_impression_id=p3_1691086094_CJsQqYEWN7s9znDd&previous_page_section_name=1000&federated_search_id=acf17f98-b6f3-4804-8e2a-b598b276d60f,,,,,
83,,,,baleares,https://www.airbnb.es/rooms/51932229?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-09&check_out=2023-10-14&source_impression_id=p3_1691086665_kI7m258z10GaKGPN&previous_page_section_name=1000&federated_search_id=46231895-ddc5-409d-ac67-51cc9d473d85,,,,,
84,,,,cataluña,https://www.airbnb.es/rooms/13110769?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-10&check_out=2023-09-15&source_impression_id=p3_1691085924_%2Bls15yEc0DybfC4V&previous_page_section_name=1000&federated_search_id=c03c9b9c-a2ce-4fb0-9e27-34ce978f22e4,,,,,
85,,,,ceuta,https://www.airbnb.es/rooms/689938735678759059?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-29&check_out=2023-09-03&source_impression_id=p3_1691086547_ECe0R8UliJuC1YCW&previous_page_section_name=1000&federated_search_id=b11a0d50-4aac-4219-9e9c-a151c317ad74,,,,,
86,,,,asturias,https://www.airbnb.es/rooms/31986320?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-24&check_out=2023-09-29&source_impression_id=p3_1691085530_b40l3BDdsCQsOF5g&previous_page_section_name=1000&federated_search_id=003b642d-51e4-464f-9ceb-a3093b2f1401,,,,,
87,,,,castilla_y_leon,https://www.airbnb.es/rooms/755901682888319621?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-20&check_out=2023-08-25&source_impression_id=p3_1691085989_lfIs1IRqeaDTYR2E&previous_page_section_name=1000&federated_search_id=a15937ca-4c81-47d0-8fcc-29b6f458c6b3,,,,,
88,,,,andalucia,https://www.airbnb.es/rooms/24652112?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-21&check_out=2023-08-26&source_impression_id=p3_1691086460_C9pku29Z4xO3tVs4&previous_page_section_name=1000&federated_search_id=5327a49a-74a2-449c-9ae7-dcf7932bbb0a,,,,,
89,,,,melilla,https://www.airbnb.es/rooms/38920729?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-17&check_out=2023-08-24&source_impression_id=p3_1691086591_tKYYOS032sC8mCJz&previous_page_section_name=1000&federated_search_id=ef1d8409-2e7a-469c-95f6-47ee992badb2,,,,,
90,,,,extremadura,https://www.airbnb.es/rooms/620150569944977427?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-06&check_out=2023-08-11&source_impression_id=p3_1691086358_OHYKV1k1CaXl3znd&previous_page_section_name=1000&federated_search_id=474b80c0-9a07-4dd1-a776-098e4f671fc5,,,,,
91,,,,navarra,https://www.airbnb.es/rooms/29529830?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-24&check_out=2023-08-31&source_impression_id=p3_1691085740_YvZIRAPID%2FlsgWo1&previous_page_section_name=1000&federated_search_id=1d9330a6-cc5d-4cde-ace7-b39a08194ef2,,,,,
92,,,,castilla_la_mancha,https://www.airbnb.es/rooms/667372420806133587?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-06&check_out=2023-08-11&source_impression_id=p3_1691086186_Qh91g%2BJcE1fjfNkf&previous_page_section_name=1000&federated_search_id=f7c6e6d5-8d40-4b0b-9666-c7a42ffb97ee,,,,,
93,,,,la_rioja,https://www.airbnb.es/rooms/928214044414786339?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-07&check_out=2023-08-12&source_impression_id=p3_1691085795_d8GNemCIOUNBiftF&previous_page_section_name=1000&federated_search_id=00622a2c-a204-437a-b9a8-6dfbe9a4e0f5,,,,,
94,,,,castilla_y_leon,https://www.airbnb.es/rooms/616640947307672626?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-26&check_out=2023-08-31&source_impression_id=p3_1691086005_DvlHXa6Wpa9odeFS&previous_page_section_name=1000&federated_search_id=701ea364-b440-4ade-bce4-8abe8639d2cb,,,,,
95,,,,baleares,https://www.airbnb.es/rooms/50362454?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-30&check_out=2023-10-05&source_impression_id=p3_1691086682_PEbM%2BRF9wbwtyXbQ&previous_page_section_name=1000&federated_search_id=684ff2f9-4d23-4dd1-b22b-4cce5cd9b2a7,,,,,
96,,,,madrid,https://www.airbnb.es/rooms/851498114591366807?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-05&check_out=2023-08-10&source_impression_id=p3_1691086073_Q3nxzxE%2FPFLQ%2BhRL&previous_page_section_name=1000&federated_search_id=d5aaba37-321c-4928-b31b-0640a972322a,,,,,
97,,,,la_rioja,https://www.airbnb.es/rooms/19236182?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-04&check_out=2023-09-09&source_impression_id=p3_1691085795_4r9wsGazNZoGUlj3&previous_page_section_name=1000&federated_search_id=00622a2c-a204-437a-b9a8-6dfbe9a4e0f5,,,,,
98,,,,extremadura,https://www.airbnb.es/rooms/18173015?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-08&check_out=2023-08-14&source_impression_id=p3_1691086350_U9CZsI%2B7yE6LmjYI&previous_page_section_name=1000&federated_search_id=758af101-3208-40d9-914c-7d850718288d,,,,,
99,,,,castilla_la_mancha,https://www.airbnb.es/rooms/27294741?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-21&check_out=2023-08-27&source_impression_id=p3_1691086224_1g2NiW%2FmIWa1rkW%2B&previous_page_section_name=1000&federated_search_id=7e19b138-1770-4192-9bdb-763ac3554d74,,,,,
100,,,,navarra,https://www.airbnb.es/rooms/705154530257669382?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-23&check_out=2023-08-29&source_impression_id=p3_1691085748_s8SrJ0P9vLOO3Nj6&previous_page_section_name=1000&federated_search_id=c5cd8626-467f-4b67-8221-88d63a3c8f38,,,,,
101,,,,castilla_y_leon,https://www.airbnb.es/rooms/20282920?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-12&check_out=2023-09-17&source_impression_id=p3_1691086005_zmyMT1fvOXT%2FFzJW&previous_page_section_name=1000&federated_search_id=701ea364-b440-4ade-bce4-8abe8639d2cb,,,,,
102,,,,andalucia,https://www.airbnb.es/rooms/23797766?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-10&check_out=2023-09-15&source_impression_id=p3_1691086448_BI%2FtVVAKKvnNFbfu&previous_page_section_name=1000&federated_search_id=b8dbd954-4832-4555-97b7-fac7c2778a04,,,,,
103,,,,ceuta,https://www.airbnb.es/rooms/873366674951396861?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-14&check_out=2023-08-19&source_impression_id=p3_1691086536_7Y5%2F5DIAMjinNDvu&previous_page_section_name=1000&federated_search_id=6c70dd28-a836-42c9-b0d4-58f6aeedb44d,,,,,
104,,,,comunidad_valenciana,https://www.airbnb.es/rooms/828971907276514552?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-06&check_out=2023-08-13&source_impression_id=p3_1691086126_hMjbXH%2Bzu5tU9s7Q&previous_page_section_name=1000&federated_search_id=025e1cd6-c69d-4ac8-a6cc-892b43929da1,,,,,
105,,,,baleares,https://www.airbnb.es/rooms/849094922357864991?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-02&check_out=2023-10-07&source_impression_id=p3_1691086661_2MY%2FkrbcVxU%2B%2Bhg6&previous_page_section_name=1000&federated_search_id=61026d33-baa1-4adf-a1ad-bf8aa7846835,,,,,
106,,,,melilla,https://www.airbnb.es/rooms/12832417?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-25&check_out=2023-08-30&source_impression_id=p3_1691086594_n%2Fg83fxXCErmaFAg&previous_page_section_name=1000&federated_search_id=4e0efee2-1273-4cfe-8cda-85e9db70d91f,,,,,
107,,,,baleares,https://www.airbnb.es/rooms/45141720?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-26&check_out=2023-10-01&source_impression_id=p3_1691086678_y%2BtpMah2WesecGF0&previous_page_section_name=1000&federated_search_id=ae9f73bc-5549-44a7-98be-ce3291469e81,,,,,
108,,,,melilla,https://www.airbnb.es/rooms/691077785890583157?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-09&check_out=2023-08-14&source_impression_id=p3_1691086578_l%2FmrSmUIgDR9GGfZ&previous_page_section_name=1000&federated_search_id=1b80f752-7b37-41c7-bb92-f77123ee1753,,,,,
109,,,,galicia,https://www.airbnb.es/rooms/2288623?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-26&check_out=2023-09-01&source_impression_id=p3_1691085419_LxGeEia3JDmDintc&previous_page_section_name=1000&federated_search_id=35f1baf4-7172-46fc-8a8c-cec85d19a936,,,,,
110,,,,galicia,https://www.airbnb.es/rooms/949260816198695976?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-13&check_out=2023-08-18&source_impression_id=p3_1691085423_JZ4dvUaJMi4YrC3O&previous_page_section_name=1000&federated_search_id=1ff38b49-fee4-4bbe-9f77-4d42073c5db1,,,,,
111,,,,castilla_y_leon,https://www.airbnb.es/rooms/38017931?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-07&check_out=2023-09-12&source_impression_id=p3_1691086013_hH%2FLVHk5NogDR54t&previous_page_section_name=1000&federated_search_id=2c9de40c-ece7-478f-8309-ba675d3a77f2,,,,,
112,,,,murcia,https://www.airbnb.es/rooms/833128434589141516?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-10&check_out=2023-08-15&source_impression_id=p3_1691086281_2psFLVSL0LTekjV5&previous_page_section_name=1000&federated_search_id=27ce2f2e-a752-417a-88df-5688f680d26a,,,,,
113,,,,valencia,https://www.airbnb.es/rooms/558749279889936103?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-04&check_out=2023-08-10&source_impression_id=p3_1691085337_GU2KySAnHjMh%2Fv1O&previous_page_section_name=1000&federated_search_id=1b8a754b-9a72-48f7-a3cb-a98ba067e1f0,,,,,
114,,,,navarra,https://www.airbnb.es/rooms/945876875011501834?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-14&check_out=2023-08-19&source_impression_id=p3_1691085699_dDb6T%2B%2FpD09kwJow&previous_page_section_name=1000&federated_search_id=9b7f2438-a9ca-42d1-9efe-07447cbb6959,,,,,
115,,,,melilla,https://www.airbnb.es/rooms/22902647?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-13&check_out=2023-09-18&source_impression_id=p3_1691086610_pHl929MHmNhGNkEK&previous_page_section_name=1000&federated_search_id=f203a7e0-22ac-46c2-b22c-d6e2b359cc7c,,,,,
116,,,,madrid,https://www.airbnb.es/rooms/50298827?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-07&check_out=2023-08-12&source_impression_id=p3_1691086081_XUr8HvXwt7gMIjNU&previous_page_section_name=1000&federated_search_id=ec5b9ece-73fd-4a93-80ca-a9066ce2ebdb,,,,,
117,,,,comunidad_valenciana,https://www.airbnb.es/rooms/915806251718027774?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-03&check_out=2023-09-08&source_impression_id=p3_1691086161_6X7o0Rq3xTMwXzo3&previous_page_section_name=1000&federated_search_id=394e1388-1978-460e-be66-1d6935e2084a,,,,,
118,,,,melilla,https://www.airbnb.es/rooms/845747131170605941?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-03&check_out=2023-08-09&source_impression_id=p3_1691086610_IzA08m5FAu1yOgRu&previous_page_section_name=1000&federated_search_id=f203a7e0-22ac-46c2-b22c-d6e2b359cc7c,,,,,
119,,,,cataluña,https://www.airbnb.es/rooms/30765181?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-12&check_out=2023-08-17&source_impression_id=p3_1691085950_gwKnEPzbWrHxFHye&previous_page_section_name=1000&federated_search_id=a7c0d776-7f1e-4035-b772-e8c455d40d1c,,,,,
120,,,,valencia,https://www.airbnb.es/rooms/948196105106162422?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-26&check_out=2023-08-31&source_impression_id=p3_1691085331_8GIOXzFT%2Biad4FXz&previous_page_section_name=1000&federated_search_id=05999c57-9271-4470-93a2-73fb744097e7,,,,,
121,,,,cantabria,https://www.airbnb.es/rooms/701901167614579636?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-26&check_out=2023-09-01&source_impression_id=p3_1691085567_GyAl3DvlczoeEiAf&previous_page_section_name=1000&federated_search_id=2389c15b-9aec-4d72-8904-d53357b810db,,,,,
122,,,,baleares,https://www.airbnb.es/rooms/674311780763092995?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-30&check_out=2023-09-05&source_impression_id=p3_1691086644_q0Kv2DFqHgpvpLrI&previous_page_section_name=1000&federated_search_id=ac150196-9ff1-46ff-a624-f167e087fd4c,,,,,
123,,,,asturias,https://www.airbnb.es/rooms/32379980?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-31&check_out=2023-09-05&source_impression_id=p3_1691085485_nVeIVNZ9%2BiGQSIsO&previous_page_section_name=1000&federated_search_id=5fcdb7d7-12b2-4ad5-a7b5-ea75740d2723,,,,,
124,,,,castilla_y_leon,https://www.airbnb.es/rooms/48698596?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-03&check_out=2023-08-08&source_impression_id=p3_1691086013_7Nd9s1wb7RAeF2PL&previous_page_section_name=1000&federated_search_id=2c9de40c-ece7-478f-8309-ba675d3a77f2,,,,,
125,,,,asturias,https://www.airbnb.es/rooms/928058919636092175?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-28&check_out=2023-09-02&source_impression_id=p3_1691085494_ZcngGC2IMN2WrcsX&previous_page_section_name=1000&federated_search_id=f88be479-1047-4f45-baf9-e492fad3e12c,,,,,
