,titulo_anuncio,tipo_alojamineto,numero_personas,n_dormitorios,nunmero_camas,nunmero_banos,valoracion,n_evaluaciones,precio,comunidad,url
1284,Habitación en el Casco Antiguo,,,,,,,,,murcia,https://www.airbnb.es/rooms/922403727430726778?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-09&check_out=2023-08-14&source_impression_id=p3_1691086299_b%2F1k9uzKYq2iEgby&previous_page_section_name=1000&federated_search_id=8d52f324-da10-4646-bcdc-488b72f6ee00
1285,Cómodo Apartamento-Estudio,loft,2 viajeros,Estudio,1 cama,1 baño,"4,84",211,30€,murcia,https://www.airbnb.es/rooms/15364970?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-13&check_out=2023-08-18&source_impression_id=p3_1691086275_QLJK0NrS2BEmi9ny&previous_page_section_name=1000&federated_search_id=6389c3ed-da14-4312-8b4b-9037ed76ef63
1286,Bed&Breakfast en Delta del Ebro,,,,,,,,,aragon,https://www.airbnb.es/rooms/886861418819666979?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-31&check_out=2023-09-05&source_impression_id=p3_1691085888_cUPS9A3WEgd5ZpgE&previous_page_section_name=1000&federated_search_id=f990870d-b08c-461d-b466-25185206e6c1
1287,APARTAMENTO CENTRICO,piso,6 viajeros,2 dormitorios,4 camas,1 baño,"4,50",38,90€,melilla,https://www.airbnb.es/rooms/629753439373958164?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-20&check_out=2023-08-25&source_impression_id=p3_1691086569_ZgMmg3LAJUzkMfi%2B&previous_page_section_name=1000&federated_search_id=e77652f9-cf3d-48b8-be8c-28fb636e180c
1288,"Céntrico apartamento en Plaza Europa, Murcia",piso,6 viajeros,2 dormitorios,4 camas,1 baño,"4,91",11,,murcia,https://www.airbnb.es/rooms/908708618772666194?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-06&check_out=2023-08-11&source_impression_id=p3_1691086307_9%2BKU3zODusl9z22b&previous_page_section_name=1000&federated_search_id=e746460b-dc2b-4d18-889b-2ca3ee297bd8
1289,estancia familiar cerca del mar,piso,6 viajeros,2 dormitorios,3 camas,1 baño,2,evaluaciones,,ceuta,https://www.airbnb.es/rooms/895723744463176454?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-28&check_out=2023-09-04&source_impression_id=p3_1691086524_3H0RskHkixVCl4No&previous_page_section_name=1000&federated_search_id=9468dbfa-396d-4595-9249-0d5e62bb5952
1290,Precioso piso con azotea comunitaria,piso,4 viajeros,2 dormitorios,3 camas,"1,5 baños",1,evaluación,71€,melilla,https://www.airbnb.es/rooms/757816783438592489?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-01&check_out=2024-01-06&source_impression_id=p3_1691086594_hvfzt5%2Bwv5N6tni6&previous_page_section_name=1000&federated_search_id=4e0efee2-1273-4cfe-8cda-85e9db70d91f
1291,Apartamento Rojo,piso,3 viajeros,1 dormitorio,1 cama,1 baño,2,evaluaciones,,aragon,https://www.airbnb.es/rooms/49623821?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-16&check_out=2023-08-23&source_impression_id=p3_1691085857_iNtFI%2BXlvYZnGhBL&previous_page_section_name=1000&federated_search_id=54519720-41e4-472a-9c3b-43affb34cd3b
1292,Apartamento de lujo,piso,6 viajeros,3 dormitorios,5 camas,2 baños,,,,melilla,https://www.airbnb.es/rooms/921092762559609871?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-22&check_out=2023-08-27&source_impression_id=p3_1691086610_C5E9v5yYTQpD%2BxNK&previous_page_section_name=1000&federated_search_id=f203a7e0-22ac-46c2-b22c-d6e2b359cc7c
1293,El Rincón de Lokiz. Disfruta de Navarra al natural,chalet,7 viajeros,3 dormitorios,6 camas,2 baños,"5,0",13,140€,navarra,https://www.airbnb.es/rooms/50253961?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-27&check_out=2023-09-01&source_impression_id=p3_1691085724_13gfKdbEyqrB%2B%2Fgj&previous_page_section_name=1000&federated_search_id=e5f2be91-721b-4357-a536-7e5b2017ac8c
1294,Habitación VarsoVia,,,,,,,,,extremadura,https://www.airbnb.es/rooms/901944306847942663?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-04&check_out=2023-08-11&source_impression_id=p3_1691086404_8NyCgE4T5IDw8p5T&previous_page_section_name=1000&federated_search_id=602a9d1a-6239-48ab-848c-f2dd2ff5c2c2
1295,Habitación con baño,,,,,,,,,aragon,https://www.airbnb.es/rooms/941238933821877930?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-09&check_out=2023-08-14&source_impression_id=p3_1691085880_oLxtO%2B1HXW3FJHtR&previous_page_section_name=1000&federated_search_id=6b5b0ba2-3956-4ead-b3ac-bb3d20f2dc73
1296,Coconut Beach Boutique Studio,piso,2 viajeros,Estudio,1 cama,1 baño,"4,86",175,66€,cataluña,https://www.airbnb.es/rooms/45519650?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-11&check_out=2023-10-16&source_impression_id=p3_1691085962_FM50XZHnDhvG3Q3p&previous_page_section_name=1000&federated_search_id=f8be4b51-abe7-4e67-a12c-926348d51ab9
