,titulo_anuncio,tipo_alojamineto,numero_personas,n_dormitorios,nunmero_camas,nunmero_banos,comunidad,url,valoracion,n_evaluaciones,precio
183,La casa de las Hadas.,casa de invitados,2 viajeros,1 dormitorio,1 cama,1 baño,galicia,https://www.airbnb.es/rooms/882532359449335777?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-27&check_out=2023-09-01&source_impression_id=p3_1691085411_9CHmQKiKVbCE1fjH&previous_page_section_name=1000&federated_search_id=d3e16820-2866-4c03-bb5c-451b6a792443,1,evaluación,100€
184,I Apartamentos Morales & Arnal Moderno y centro,piso,2 viajeros,1 dormitorio,1 cama,1 baño,andalucia,https://www.airbnb.es/rooms/3025183?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-24&check_out=2023-08-29&source_impression_id=p3_1691086448_ckLHrBwNoRnAqnG5&previous_page_section_name=1000&federated_search_id=b8dbd954-4832-4555-97b7-fac7c2778a04,"4,82",800,50€
185,"Loftelito en Alpuente, cerca de las estrellas...",loft,4 viajeros,1 dormitorio,4 camas,1 baño,comunidad_valenciana,https://www.airbnb.es/rooms/27231782?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-13&check_out=2023-08-18&source_impression_id=p3_1691086135_IR%2Bs%2BokO24BWqkRT&previous_page_section_name=1000&federated_search_id=a86b27f4-0962-4f79-8e1e-e8e9a9f7c3da,"4,95",85,75€
186,,,,,,,aragon,https://www.airbnb.es/rooms/48616719?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-28&check_out=2023-09-02&source_impression_id=p3_1691085837_pt5VOIznh4tbqyGv&previous_page_section_name=1000&federated_search_id=f62aab82-e762-443f-9b72-a933a55056aa,,,
187,,,,,,,comunidad_valenciana,https://www.airbnb.es/rooms/16374507?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-08&check_out=2023-09-14&source_impression_id=p3_1691086169_VlGAjuF06tibb2j6&previous_page_section_name=1000&federated_search_id=0473af94-4fbe-46a2-813f-395a7f33739f,,,
188,,,,,,,navarra,https://www.airbnb.es/rooms/19455740?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-11&check_out=2023-09-16&source_impression_id=p3_1691085744_fmm3lhIZJ20ILSzV&previous_page_section_name=1000&federated_search_id=5fc13d75-1b8a-4ea6-8b01-649fb2eda7e8,,,
189,Habitación espaciosa/wifi/ azotea cerca de la playa .,,,,,,ceuta,https://www.airbnb.es/rooms/34720171?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-04&check_out=2023-09-09&source_impression_id=p3_1691086528_sB3rTA7YOchF5GYy&previous_page_section_name=1000&federated_search_id=277aed56-87fa-427a-91d7-eaaf0a0a6e7b,,,
190,habitación doble,,,,,,ceuta,https://www.airbnb.es/rooms/870878250897082339?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-23&check_out=2023-08-28&source_impression_id=p3_1691086486_mbF7OMFqboO5YzUm&previous_page_section_name=1000&federated_search_id=bca7212d-1016-48e6-965a-17e319563bf9,,,
191,Lagares de Río Oja: Una escapada con encanto,casa rural,4 viajeros,2 dormitorios,3 camas,1 baño,la_rioja,https://www.airbnb.es/rooms/50736698?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-27&check_out=2023-09-01&source_impression_id=p3_1691085807_%2FJY1DvYd6s33rcWc&previous_page_section_name=1000&federated_search_id=875845f6-e7cb-4e1f-849f-8049e7d211f6,"4,85",40,
192,Regalate Paz,apto,2 viajeros,1 dormitorio,1 cama,1 baño,aragon,https://www.airbnb.es/rooms/4734455?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-30&check_out=2023-09-04&source_impression_id=p3_1691085869_Nr2ejdMieaU1OPwB&previous_page_section_name=1000&federated_search_id=0a9749c8-b701-416e-90b0-c7d926d21d43,"4,87",119,80€
193,Casa Natura & Armonía,vivienda,5 viajeros,3 dormitorios,3 camas,1 baño,cataluña,https://www.airbnb.es/rooms/20877446?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-27&check_out=2023-09-01&source_impression_id=p3_1691085933_%2BP%2Fjb%2FwmnEe8JQMJ&previous_page_section_name=1000&federated_search_id=f986ccfe-0d08-4658-8c98-272174a6c91a,"4,91",35,
194,Bungalows Glamping Pod,Jorge,2 viajeros,1 dormitorio,2 camas,1 baño,galicia,https://www.airbnb.es/rooms/50607221?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-27&check_out=2023-09-01&source_impression_id=p3_1691085455_U2SzW6hlWqkdFwtg&previous_page_section_name=1000&federated_search_id=2a3fbbba-790f-41bf-b073-6e97dbf161e1,"4,83",66,75€
195,Un rincón tranquilo en Madrid,,,,,,madrid,https://www.airbnb.es/rooms/942746010147376703?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-19&check_out=2023-08-26&source_impression_id=p3_1691086107_LUT4bZ7EbgLCQH0w&previous_page_section_name=1000&federated_search_id=493f7c51-32e1-4dc5-aecc-2cb8458a0b47,,,
196,En el corazón de Ruzafa,,,,,,valencia,https://www.airbnb.es/rooms/895568740949308391?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-14&check_out=2023-08-19&source_impression_id=p3_1691085384_4TN%2FqtIU0lPcETg3&previous_page_section_name=1000&federated_search_id=c52bb24a-a96d-4852-912a-1f405a7c4e59,,,
197,Casa Utopía II,vivienda,2 viajeros,2 dormitorios,2 camas,1 baño,andalucia,https://www.airbnb.es/rooms/21975751?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-22&check_out=2023-08-27&source_impression_id=p3_1691086432_RAlDohJzpnCvKmKl&previous_page_section_name=1000&federated_search_id=d5e92cc4-b63f-4524-8b64-f1d3557f1087,"4,83",262,46€
198,Apart. La Pera en Rincón de Soto VT-LR 785,piso,6 viajeros,3 dormitorios,5 camas,1 baño,navarra,https://www.airbnb.es/rooms/31740770?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-22&check_out=2023-08-27&source_impression_id=p3_1691085715_WY7Ce1G7qa0qVByM&previous_page_section_name=1000&federated_search_id=56966045-f5af-4a4f-8d06-633587c2fd56,"4,77",139,
199,Estudio cerca de la playa y PortAventura World,piso,4 viajeros,Estudio,2 camas,1 baño,cataluña,https://www.airbnb.es/rooms/29733278?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-29&check_out=2023-10-06&source_impression_id=p3_1691085929_3MCg00%2BhORI0KpMO&previous_page_section_name=1000&federated_search_id=c9a6a218-2991-4336-b394-5e2871bdc5b0,"4,54",264,46€
200,Atico con encanto en un pueblo con historia.,Esther,4 viajeros,1 dormitorio,3 camas,2 baños,castilla_la_mancha,https://www.airbnb.es/rooms/40081868?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-06&check_out=2023-08-11&source_impression_id=p3_1691086204_ZzK7rIGE%2FyEocxza&previous_page_section_name=1000&federated_search_id=52c46078-d656-4620-bd52-34359b851775,"4,94",69,50€
201,Tornatura: loft entre montañas,vivienda,4 viajeros,1 dormitorio,2 camas,1 baño,aragon,https://www.airbnb.es/rooms/903524110056666405?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-28&check_out=2023-09-02&source_impression_id=p3_1691085823_lk5BvK%2Bzb5a5Nojf&previous_page_section_name=1000&federated_search_id=3397a057-7f5b-41d5-9b75-362a7ceaedde,"5,0",6,65€
202,Casa Rurral ARRONDOA en la Selva de Irati,vivienda,6 viajeros,2 dormitorios,5 camas,1 baño,navarra,https://www.airbnb.es/rooms/36476047?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-07&check_out=2023-09-12&source_impression_id=p3_1691085724_luAqi1GoI4IzLy3b&previous_page_section_name=1000&federated_search_id=e5f2be91-721b-4357-a536-7e5b2017ac8c,"4,81",43,124€
203,Casa Rural Del Aguilon,casa rural,5 viajeros,3 dormitorios,5 camas,2 baños,castilla_la_mancha,https://www.airbnb.es/rooms/22921194?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-04&check_out=2023-08-09&source_impression_id=p3_1691086208_St2Gk2ZImVPxYWoe&previous_page_section_name=1000&federated_search_id=f359ae9c-bc30-4004-a527-1e94972f228c,"4,79",24,29€
204,* Habitación individual/individual VAL,,,,,,valencia,https://www.airbnb.es/rooms/856574249306506817?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-14&check_out=2023-08-19&source_impression_id=p3_1691085375_e0puwAp3RZSR7J2a&previous_page_section_name=1000&federated_search_id=85512cb0-df72-49b1-b51b-52564e2f0df4,,,
205,Fantástica casa con patio,vivienda,6 viajeros,2 dormitorios,3 camas,1 baño,castilla_la_mancha,https://www.airbnb.es/rooms/860536729974588749?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-06&check_out=2023-08-11&source_impression_id=p3_1691086252_zu85f3eBuhdICC4E&previous_page_section_name=1000&federated_search_id=10b3325f-93e8-4cac-a023-c47a93311067,,,
206,EZ directamente en la playa. Limpieza pequeña barata,,,,,,baleares,https://www.airbnb.es/rooms/594068105226795127?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-27&check_out=2023-09-01&source_impression_id=p3_1691086674_xrwPe1IaPftr%2BBW1&previous_page_section_name=1000&federated_search_id=fe1f8555-4e6b-4b84-84b1-22add19ceba6,,,
207,Apartamento tranquilo cerca Parque Ordesa,piso,4 viajeros,1 dormitorio,2 camas,1 baño,aragon,https://www.airbnb.es/rooms/34352874?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-26&check_out=2023-08-31&source_impression_id=p3_1691085884_t1KpYkAiMBmEtlKk&previous_page_section_name=1000&federated_search_id=415aca3a-0056-44d2-aef3-28d018fdea57,"4,79",63,75€
208,"Habitación con baño en cuadra, pajar",,,,,,aragon,https://www.airbnb.es/rooms/25974846?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-03&check_out=2023-09-08&source_impression_id=p3_1691085837_67vur3Q1m4dVfkF2&previous_page_section_name=1000&federated_search_id=f62aab82-e762-443f-9b72-a933a55056aa,,,
209,Coconut Beach Boutique Studio,piso,2 viajeros,Estudio,1 cama,1 baño,cataluña,https://www.airbnb.es/rooms/45519650?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-11&check_out=2023-10-16&source_impression_id=p3_1691085958_8yP9hcyMGRtVNKl%2F&previous_page_section_name=1000&federated_search_id=713be967-99ad-4dd8-9ac7-8b22b667978e,"4,86",175,
210,Apartamento en Cala Blanca,piso,2 viajeros,1 dormitorio,1 cama,1 baño,baleares,https://www.airbnb.es/rooms/944117070537117000?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-01&check_out=2023-09-06&source_impression_id=p3_1691086695_qUQLT%2B2rSjoxkN19&previous_page_section_name=1000&federated_search_id=b833ca95-0eed-48ed-97d3-9a3a110e78a3,,,
211,LES PATIOS,piso,4 viajeros,1 dormitorio,2 camas,1 baño,melilla,https://www.airbnb.es/rooms/51704416?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-17&check_out=2023-08-22&source_impression_id=p3_1691086591_VS9NJqCUO0dBzy%2Fe&previous_page_section_name=1000&federated_search_id=ef1d8409-2e7a-469c-95f6-47ee992badb2,2,evaluaciones,35€
212,Habitación Mallorca,Room,1 viajero,2 dormitorios,2 camas,1 baño compartido,baleares,https://www.airbnb.es/rooms/935626683977649636?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-23&check_out=2023-09-28&source_impression_id=p3_1691086644_JcwGXNx3Rt8%2BG5Q6&previous_page_section_name=1000&federated_search_id=ac150196-9ff1-46ff-a624-f167e087fd4c,1,evaluación,50€
213,"habitacion en chalet de alto standing, con piscina",,,,,,cataluña,https://www.airbnb.es/rooms/37324153?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-20&check_out=2023-08-25&source_impression_id=p3_1691085920_ewGvAKjFsyj%2BrG2N&previous_page_section_name=1000&federated_search_id=e00e7f7d-9e26-460f-8f35-419ad1c98ee5,,,
214,Estudio,piso,2 viajeros,1 dormitorio,1 cama,1 baño,comunidad_valenciana,https://www.airbnb.es/rooms/872786257115740790?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-03&check_out=2023-08-08&source_impression_id=p3_1691086135_f0qfyBj9uwyI3Zkk&previous_page_section_name=1000&federated_search_id=a86b27f4-0962-4f79-8e1e-e8e9a9f7c3da,"5,0",9,
215,La Casa del Charquillo en Trevélez,vivienda,2 viajeros,1 dormitorio,1 cama,1 baño,andalucia,https://www.airbnb.es/rooms/25389177?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-01&check_out=2023-09-06&source_impression_id=p3_1691086413_7v74ZU6P0D07mZ%2Fn&previous_page_section_name=1000&federated_search_id=87af01fd-537e-4d7c-874e-5c065cc5d659,"4,90",229,
216,Habitación con 2 camas individuales 2,,,,,,baleares,https://www.airbnb.es/rooms/34193679?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-02&check_out=2023-09-07&source_impression_id=p3_1691086669_N5iB78%2BhyjycS4k3&previous_page_section_name=1000&federated_search_id=4f07e5b3-3748-41fe-8903-b1347c2703d8,,,
217,Alojamiento 4 con piscina y zonas comunes,Sayoa,4 viajeros,1 dormitorio,2 camas,1 baño privado,extremadura,https://www.airbnb.es/rooms/620144683228684514?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-06&check_out=2023-09-11&source_impression_id=p3_1691086379_V%2B65cv7q65SxnW%2B7&previous_page_section_name=1000&federated_search_id=c9fc2cb8-224d-48f5-9004-825a0d457bbb,"4,73",15,72€
218,Preciosas vistas al mar,,,,,,baleares,https://www.airbnb.es/rooms/761528337449528958?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-03-20&check_out=2024-03-25&source_impression_id=p3_1691086657_ep8IB902bqptO5op&previous_page_section_name=1000&federated_search_id=362d8107-5669-4b3c-8eef-2b895679266d,,,
219,¡Habitación con vistas a La Rhune!,,,,,,navarra,https://www.airbnb.es/rooms/4650498?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-11&check_out=2023-09-16&source_impression_id=p3_1691085719_ezT6lydBDazhG5Us&previous_page_section_name=1000&federated_search_id=e5a274f3-e5da-4a93-97c4-a5fe81bb9770,,,
220,Gernika sobre loft,loft,4 viajeros,1 dormitorio,2 camas,1 baño,pais_vasco,https://www.airbnb.es/rooms/24194955?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-24&check_out=2023-09-29&source_impression_id=p3_1691085664_Jb3X0f2VfvAmQarx&previous_page_section_name=1000&federated_search_id=0a63ffd2-16b3-46cf-b868-dc6e68a894be,"4,96",238,80€
221,Piso entero a 3min del Metro,piso,4 viajeros,2 dormitorios,2 camas,1 baño,madrid,https://www.airbnb.es/rooms/949200328431860910?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-11&check_out=2023-08-16&source_impression_id=p3_1691086098_peNrJuqycYPA5ajg&previous_page_section_name=1000&federated_search_id=04805f57-90e4-4064-bda5-a48e8154eccd,,,
222,Habitación individual cerca a Valencia,,,,,,comunidad_valenciana,https://www.airbnb.es/rooms/938259527144751128?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-23&check_out=2023-08-28&source_impression_id=p3_1691086135_BB%2FGdxGL1HFQAfAr&previous_page_section_name=1000&federated_search_id=a86b27f4-0962-4f79-8e1e-e8e9a9f7c3da,,,
223,Casa TAGORE.Casa en el centro de Utrera,vivienda,6 viajeros,2 dormitorios,7 camas,2 baños,andalucia,https://www.airbnb.es/rooms/16970526?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-08&check_out=2023-08-13&source_impression_id=p3_1691086452_a23j2yNGzjh00nFn&previous_page_section_name=1000&federated_search_id=eaa6ebec-6e46-48f9-a710-64cfd7c0edd0,"4,93",102,65€
224,Amplia habitación - Terraza en la azotea cerca de la playa,,,,,,ceuta,https://www.airbnb.es/rooms/21139395?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-04&check_out=2023-09-09&source_impression_id=p3_1691086509_KZeLGY4CpQcsXYby&previous_page_section_name=1000&federated_search_id=057217bf-ed44-4be3-b4c8-3e414d58f9cd,,,
225,,,,,,,cantabria,https://www.airbnb.es/rooms/13917479?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-25&check_out=2023-08-31&source_impression_id=p3_1691085549_LE8x8ox36VfxErYV&previous_page_section_name=1000&federated_search_id=6b3ce089-ee17-43bc-b1b0-13e06f17bd5f,,,
226,Lugar de los Devas. Rose Trees - Inhab. Doble superior.,Rosa Lucia,2 viajeros,1 dormitorio,1 cama,1 baño,galicia,https://www.airbnb.es/rooms/38013529?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-15&check_out=2023-08-20&source_impression_id=p3_1691085447_6QY%2BULd1agR0Vbk6&previous_page_section_name=1000&federated_search_id=02d85ad4-0dae-4e2b-9ba5-969df70670ac,,,
227,FERNÁNDEZ VEGA 3,piso,4 viajeros,1 dormitorio,2 camas,1 baño,galicia,https://www.airbnb.es/rooms/668548964942621014?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-26&check_out=2023-08-31&source_impression_id=p3_1691085451_cizHJnoVQ4bl%2Fau0&previous_page_section_name=1000&federated_search_id=da7a32ac-78e9-4c66-b58b-f35de33dc4e8,"4,93",28,
228,Acogedora habitación cerca de la Universidad y la playa. ¡Wifi rápido!,,,,,,valencia,https://www.airbnb.es/rooms/722872186935236496?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-28&check_out=2023-09-02&source_impression_id=p3_1691085388_dtxZ7UR1%2FF%2Fir3Mx&previous_page_section_name=1000&federated_search_id=bf6949a6-d345-4a53-aa5a-8950b0cca889,,,
229,Masía Àuria,casa rural,6 viajeros,3 dormitorios,4 camas,1 baño,aragon,https://www.airbnb.es/rooms/25357523?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-17&check_out=2023-09-22&source_impression_id=p3_1691085876_f4MpKrrCgmnQOjmW&previous_page_section_name=1000&federated_search_id=76720e18-d93a-4b89-b47e-c383f2e956d8,"4,99",85,170€
230,playa azul,,,,,,navarra,https://www.airbnb.es/rooms/914129081599530658?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-04&check_out=2023-08-09&source_impression_id=p3_1691085707_1Hm0ZeaXFar5C9X1&previous_page_section_name=1000&federated_search_id=135e53ea-3e99-47ea-87c0-062c82121ded,,,
231,Lugar con encanto rural y vistas a la ría,Jesus Jose,2 viajeros,1 dormitorio,1 baño,,galicia,https://www.airbnb.es/rooms/43943138?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-16&check_out=2023-10-21&source_impression_id=p3_1691085407_nYnC01Hdrv7lGkdK&previous_page_section_name=1000&federated_search_id=358e4285-0810-480c-90e8-64e20f336a3c,,,
232,Preciosa y amplia vivienda de madera,cabaña,4 viajeros,2 dormitorios,3 camas,2 baños,aragon,https://www.airbnb.es/rooms/44385135?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-29&check_out=2023-09-03&source_impression_id=p3_1691085823_QybKk6imFFgYqfyD&previous_page_section_name=1000&federated_search_id=3397a057-7f5b-41d5-9b75-362a7ceaedde,"4,93",113,106€
